sentiment,tweet_text
0.0,USRTOK der traum von hermann gemeiner ist schon lange ausgeträumt. heute werden die kinder nur noch verwaltet. schade denn es war ein guter traum. und ich bin jemand der hermann gmeiner persönlich kannte.
0.0,USRTOK wir brauchen nicht noch mehr leute die unser sozialsystem zerlegen.
0.0,unsere gedanken sind heute abend bei den opfern vom #breitscheidplatz und ihren familien. #israel steht an der seite deutschlands. #berlin
0.0,"unfähigkeit hat bei uns einen neuen namen: ""remondis"" &gt; preiserhöhungen und miese leistungen! winterdienst heute, fehlanzeige! keine post..."
0.0,"USRTOK deshalb werbe ich dafür, in koalitionsverhandlungen zu treten und dann die parteibasis entscheiden zu lassen. die von der spd in den sondierungen durchgesetzten punkte werden sich in einem koalitionsvertrag wiederfinden."
0.0,USRTOK USRTOK USRTOK USRTOK natürlich braucht man vertrauen und eine brücke. diese brücke ist für mich eine entscheidung aller mitglieder.
0.0,USRTOK USRTOK früher war in der bronx sicherer als heute in de
0.0,USRTOK USRTOK die sicherheit und auch die soziale sicherheit der deutschen ist nicht unabhängig von der stabilität und dem zusammenhalt der eu.
1.0,USRTOK USRTOK USRTOK USRTOK endlich wurde dem linken anarchisten-pack eine auf die fresse gehauen!🤛
1.0,USRTOK USRTOK das ist war...wo islam da auch islamisten |lbr| moslems sind alle gleich...sonst wären sie keine moslems..!!
0.0,"er ist daraufhin sofort wieder in den iran geflohen, wo er als afghane zwar keinerlei rechte hat*, aber wenigstens die feinde seiner familie nicht ständig auftauchen bzw. wo es nicht tagtäglich attentate durch die taliban und den is gibt und zivilist*innen sterben."
1.0,"USRTOK USRTOK yapp, sind eh net mehr zu retten und nicht der mühe wert!"
0.0,"USRTOK wie konnte der donald dieses im alleingang entscheiden, ohne vorher özdemir um erlaubnis gefragt... |lbr| was erlauben trump... |lbr| USRTOK"
0.0,"USRTOK da redet keine sau drüber . in den medien beiläufig erwähnt,und doch ein fall der weit über den ritz eines bürgermeisterlein hinausgeht.ich wünsche dieser frau alles gute und möge sie wieder so fit werden wie vorher !"
0.0,"USRTOK USRTOK USRTOK USRTOK sollten sie (als mann?) mal vor der situation stehen durchfall zu haben, aber nur frauentoiletten anzutreffen, werden sie verstehen, was das recht angstfrei toiletten benutzen zu können mit dem persönlichkeitsrecht zu tun hat. #dritteoption"
0.0,"morgen 14.5. halte ich in berlin, urania um 19:30 eine vortrag ueber den islamischen faschismus!"
1.0,für d schweinejournalisten pack von ard u zdf ist es hetze wenn man d tatsächlichen zustände in diesem merkeltollhaus anprangert |lbr| jetzt afd
0.0,"USRTOK die müsste man zur beihilfe zu mehrfachen mord anklagen. hat sie doch im bundestag geschworen schaden vom deutschen volk zu verhindern,wieviel schaden darf die noch machen!"
0.0,USRTOK USRTOK USRTOK mich interessiert ob in den muslimischen ländern auch christen in der regierung/ämtern sitzen?😎😜
0.0,"wie oft kurz die selbverständlichkeit betonen |lbr| muss, |lbr| |lbl| 953858918761029632 |lbr| dass man eine demokratisch gewählte partei zu akzeptieren hat, ist |lbr| grenzenlos peinlich. |lbr| #fpoe USRTOK USRTOK"
0.0,USRTOK woher wissen sie das? kennen doch meine geschichte überhaupt nicht.
1.0,USRTOK wir machen dies frau bis zur wahl im september fertig!! zeigen wir der welt wer diese volksverräterin wirklich ist!!
0.0,USRTOK USRTOK weil die gestörten deutschen sich alles gefallen lassen obwohl sie die macht hätten es zu ändern
0.0,"USRTOK USRTOK stimmt. assad hat die schlimmsten extremisten bekämpft, ist selber alevit - irgendetwas zwischen moslem und katholik."
0.0,USRTOK bingo 😜 du hast den hauptpreis gewonnen 😜
0.0,"an alle, die sich gern über die religiösen gefühle anderer lustig machen: ohne christentum müsstet ihr heute arbeiten! in diesem sinne wünsche ich einen schönen 2. weihnachtsfeiertag."
1.0,USRTOK USRTOK wenn das schon alle behaupten....wieso ist die alte noch immer auf freiem fuß...?
1.0,USRTOK ich kann diese scheisse mit diesen drecksmigranten einfach nicht mehr ertragen....wenn ich nur schon kanacken sehen wird gruselig....verfluchte scheisser ..!
0.0,"im metronom 🚂 in die alte heimat, der erzeuger feiert seinen 85igsten 🎉 dann heute nachmittag im ic in die ehemalige hauptstadt, bundesparteitag. danach morgen in die hauptstadt, montag sondersitzung des deutschen bundestages aus anlass des 55. jahrestages des elysee-vertrages."
1.0,so schmierfinke wie frau maischberger sind die wahren feinde der demokratie. |lbr| #maischberger
0.0,"USRTOK USRTOK USRTOK es gibt keine andere juristisch korrekte lösung, würden alle deutschen es erkennen wäre die sache in 24 stunden vorbei"
1.0,USRTOK das ist die folge wenn schwachmaten wie laschet und konsorten politik machen! 😨 👎
1.0,USRTOK USRTOK so kennen wir die antifantenbrut! 👎🖕
0.0,USRTOK USRTOK das ist alles zum verrückt werden.....
0.0,"erdogan und seine minister dürfen gerne in die niederlange auftreten, aber bitte gleich in den haag!"
0.0,USRTOK trump hat USRTOK netanyahu ins weiße haus nach #washington eingeladen. der genaue termin wird in den nächsten tagen festgesetzt
1.0,"USRTOK wenn schon vollzeitterroristen dem ruf von maas und merkel folgen, dann werden da wohl auch hilfsjobber dabei sein! tolle journalisten!"
1.0,"USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK der kann nicht anders schreiben - seit 24 h. hab mir seinen acc. angesehen, der hat fast alle follower aus d belegt. bei den amis zieht er den schwanz ein - ach ja, ist eine sie😀"
1.0,"in deutschland gilt derjenige, der auf probleme hinweist, als viel gefährlicher, als derjenige, der die probleme verursacht. es müssen wohl noch viele kinder erstochen, homosexuelle gejagt &amp; frauen auf bestialische art &amp; weise vergewaltigt werden, bis die politik aufwacht!"
1.0,USRTOK kein mitleid mit terroristen. wir haben dem islam heute den krieg erklärt. sie hatten 800jahre zeit sich zu reformieren. jetzt ist schluss.
0.0,USRTOK hatte das haus brandmelder?ist doch pflicht!
0.0,"USRTOK auweh: subsidiär geschützte wurden eben nicht abgelehnt sondern - 3 mal dürfen sie raten - genau, haben einen subsidiären schutzstatus erhalten. abgesehen davon, dass 2016 rd. 70% aller antragssteller schutz zugesprochen bekamen. ;)"
1.0,USRTOK USRTOK das macht echt traurig...ich schäme mich dermaßen für meine dummdämliche landsleute ..!
1.0,"kahane, ""extremismus-expertin""??? 😂😂😂 hinterlistig schnüffeln, wie ein trüffelschwein trifft`s eher 😜"
0.0,"USRTOK USRTOK eine wird geschlossen, 2 an anderer stelle geöffnet, 4 neu gebaut u. d. kölner dom durch d. cdu umfunktioniert 😜"
0.0,USRTOK USRTOK ich muss dir jetzt leider folgen :-)
0.0,USRTOK USRTOK anständige löhne würden die sache regeln
0.0,engagierte und ermutigende diskussion bei der voll besetzten parteikonferenz in neumünster über den richtigen kurs der bundesparteimit blick auf den bundesparteitag am sonntag in bonn.
0.0,"von #altkatholisch|er #synode neu gewählte finanzkommission: h.kiefel, c.velosa da silva,k.georgi,dr.n.giebeler,pfr.n.schönherr #aksynode16"
0.0,"USRTOK USRTOK „es ist israel, das palästinenser und araber tötet und ihr land besetzt."" wie bewertet USRTOK diese aussage ihres gastes al-tayyeb?"
0.0,afd gehört zu deutschland nicht der islam |lbr| #afd #afd #afd
0.0,USRTOK .... |lbr| gehirnwäsche braucht zeit. das gehirn lässt sich programmieren. aber noch viel zu viele hängen der aufklärung und dem christentum an.
0.0,"USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK bist voll im stress, was, soviele böse leute um dich und soviel text, dein zynismus lässt auch langsam nach - was ist los?"
0.0,"USRTOK nein nein, wir sind guter dinge!"
1.0,#groko = weiter so geht nicht. lügenbande.
0.0,"USRTOK grundsätzlich schon, beide parteien haben aber eigene anträge - und glaubt man der union, möchte man dort nicht auf die stimmen der afd angewiesen sein."
1.0,"hallo, war einige tage in pl, bin gerade zurück u. muss erst all die positiven eindrücke verarbeiten😜horsti u. murksel, ein thema in pl 😂😂😂"
0.0,"USRTOK USRTOK USRTOK nicht in der lage!? ich denke sie verkennen die situation, die absicht die dahinter steckt ist wohl nicht mehr zu verkennen, der kalergi plan wird gerade umgesetzt, sie sollten langsam in die gänge kommen, oder es ist nichts mehr übrig ‼️"
1.0,"dobrindt, du heuchler. es gibt keine illegale software. es gibt nur illegale |lbr| vorschriften und hinterfotzige politiker. ab mit euch."
0.0,"USRTOK nein, meistens nur schneller (weil sie sich nur in ausnahmefällen schminken) 😜"
0.0,USRTOK da ihr permanent die falschen begrifflichkeiten in bezug auf die brd benutzt muss euch vorsatz unterstellen
0.0,USRTOK sie geben mir recht..trump ist gewählt worden weil er der einzige gegenkandidat war |lbr| amis wollten keine weitere obamaregierung durch hillary?
0.0,ein spannender besuch! auf bald! USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK #ilpo16
0.0,"die japaner wissen ja, wie gefährlich atomwaffen sind. damit wir |lbr| uns verstehen: nur die amerikaner dürfen atomwaffen zünden. ja, |lbr| so ist das"
0.0,"USRTOK islam ist immer beleidigt, wenn man nur die geringste kritik übt. vor diesem ""beleidigtsein"" haben alle angst. ich hoffe, dass alle beleidigungsparagraphen abgeschafft werden!"
0.0,USRTOK jeder der bei klarem verstand wird das so deuten....leider obsiegt die gleichgültigkeit und das mach so traurig so wütend ..!
0.0,dieser alte millionenfach missbrauchte zopf asylrecht gehört sofort abgeschafft u ein neues der zeit angepasstes asylrecht aufstellt |lbr| afd
1.0,"USRTOK USRTOK die prozentzahlen der grünen, beziffern nur die idiotenzahlen in deutschland!"
0.0,USRTOK USRTOK USRTOK weil er sich nur mit melden währen kann kamerad
1.0,"USRTOK USRTOK genau wie bei den moslems, können nicht lesen und schreiben aber glauben alles was der imam predikt!"
0.0,"USRTOK USRTOK dazu stehen wir sowas von! wir haben es jetzt schon zeitweilig erreicht, und ich möchte, dass es dauerhaft so ist."
1.0,"oh gott, sehe gerade laschet in den n-tv nachrichten, ich glaube ich muss ko***, mir ist schlecht 🤢🤢🤢"
0.0,"USRTOK USRTOK wer heute noch glaubt das politiker das volk vertreten. der glaubt auch das zitronenfalter, zitronen falten."
1.0,300 bekloppte bahnhofs klatschen bilden lichterkette in altena. wo waren oder sind diese gehirn prothesen wenn deutsche in berlin oder sonst wo ermordet werden? wenn schon kein gehirn dann wenigstens lichterkette.
0.0,"USRTOK man achte auf die bemerkung... das motiv der attacke sei unklar, so der ndr. |lbr| die bei ndr brauchen dringendst schlauere köpfe...😃"
1.0,USRTOK das war wohl eher ein grüner gehirn furz.
1.0,#diesel-#fahrverbote: wie vorhergesagt nimmt ihnen das #globalisten-#dreckspack jetzt leistbare #mobilität &amp; zerstört dt. schlüsselindustrie
1.0,USRTOK so hat es in schweden auch begonnen. mit burka ist man auf jedenfall sicherer als in 90ies outfit. das waren noch zeiten.
1.0,seehofer garantiert nach der wahl eine flüchtlingsobergrenze 😂😂😂😂😂 steht der bayer ohne eier etwa trocken? 😂😂😂😂😂
1.0,"USRTOK ich fordere ebenfalls: raus mit dem gesindel: kanacken (wahlweise moslems), nigger, gutmenschen jegl. couleur, grüne usw."
1.0,in der schule war martin schulz ein versager. jetzt sollen die |lbr| deutschen steuerzahler die schulden der griechen übernehmen. |lbr| pfui deibel.
1.0,"schulz das rektum ist wirklich nicht mehr zu ertragen, unser 365 tage amtmann ! ich lass mir den nicht gefallen, auf keinen fall !"
0.0,"USRTOK USRTOK USRTOK man hat in #deutschland / #europa zu lange toleriert, dass antisemitische #muslime &amp; ihre hiesigen helfershelfer mit #antisemitismus durchkommen. und wie? in dem man das wort »#israelkritik« erfunden hat. die hetze gegen #israel dient lediglich für #judenhass gegen #juden."
0.0,USRTOK endlich...wir lechzen regelrecht nach good news...!
1.0,"wenn hacker die bundestagswahl beeinflussen sollen, ist merkel die leithäckerin &gt; sie hackt sich den stuhl unter`m gewaltigen arsch weg 😂😂😂"
0.0,"USRTOK noch mal: in #köln ist es gang und gebe, da die kölner #juden relativ ambitioniert sind, was den kampf gegen #antisemitismus betrifft (siehe: »klagemauer« auf der #domplatte &amp; antisemiten-meetings in der alten feuerwache). USRTOK berichtete mal darüber, dass es taktik sei."
0.0,"USRTOK der ""eichene wodka"" dient lediglich dazu, dass die biester besser ""rutschen"" 😜"
0.0,"nach der frau mit bart, kommt jetzt die orientalische haarentfernung!"
0.0,USRTOK USRTOK steueroasen gehören eindeutig abgeschafft...jeder sollte nach seiner nationalität besteuert werden....!!
0.0,USRTOK USRTOK ja irre...hier wird alles geboten damit der moslem sein islam weiterleben darf...
0.0,heute ist ein denkwürdiger tag für die #spd. sie haben sich gerade das grab noch ein bisschen tiefer gegraben. |lbr| die nächste wahl kommt bestimmt.
0.0,USRTOK afd ist richtig und wichtig...wer das nicht einsieht ist einfach nur dumm. |lbr| wer denkt afd wird irgendwann 🇩🇪regieren...der ist auch einfach nur dumm...!
0.0,"USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK nostradamus war wie agrippa ein hochgradeingeweihter - kommt übrigens auch bei ""faust""gleich am anfang vor - goethe- hochgrad (33.°) und illuminat - na sowas."
0.0,USRTOK USRTOK USRTOK das ist möglich...achte aber bitte darauf das die sich möglichst nicht kennen...😃😃
1.0,USRTOK USRTOK es müsste straf anträge gegen die verantwortlichen beim verfassungsschutz hagel. jeder kann das tun. und gegen merkel ein strafantrag wegen indirekter unterstützung einer terroristischen vereinigung. gibt es hier anwälte die noch eier in der hose haben?
1.0,USRTOK was für fucking menschenrechtsorganisationen....? |lbr| in unserem land ist es unsicherer als in ihren...!
0.0,"USRTOK es wäre schlimm, wenn alle immer die gleiche meinung hätten. wie denkst du darüber?"
0.0,"USRTOK ‼️sie waren fast alle so, merkel kasner setzt dem ganzen nur die krone auf‼️"
1.0,USRTOK grüne gehören einfach nicht in regierungs verantwortung. schon gar nicht diese ost schabracke
0.0,USRTOK USRTOK was für ein gruseliges bild....mir fehlen die worte.. |lbr| wenn aus verlierern sieger werden....dummes dummes deutschland
0.0,"USRTOK konfuzius sagte schon: ein glas, das bereits voll ist, kann nicht mehr befüllt werden. iss ne denksport aufgabe."
1.0,"was ist das denn für eine, die blonde mit harry potter brille? |lbr| umso eher die afd an die macht kommt umso besser für deutschland und deutsche bürger. |lbr| #illner"
1.0,"USRTOK gutmenschen lieben es, mit zitaten aus ganz anderen unvergleichbaren zeiten zu moralisieren. würde goethe jetzt durch leipzig wandern, würde er weinen, ob der ueberfremdung, kulturellen verwahrlosung und all den messer- überfällen"
0.0,"USRTOK USRTOK ach, die ist noch nicht nach anatolien ent...schwebt?"
1.0,USRTOK USRTOK warum berichtet ihr dann nicht über merkel!!! an verbrechen gibt es da ja wohl genug!!
0.0,USRTOK fröhlicher gruß aus der hauptstadt dietmar 🎈
0.0,wer hängt jetzt noch am tropf im sauerstoffzelt herum?
1.0,USRTOK USRTOK die kanackenweiber sind die schlimmsten....
1.0,"den meisten polen ist bewusst, dass murksel u. ihre chaoten dtl. u. europa mit den ""gästen"" ins chaos stürzten - den nrw-wahlschafen nicht 🤢"
0.0,USRTOK USRTOK USRTOK der/die vanja oder ohne pronomen wenn es sich vermeiden lässt
1.0,dummes geschwätz von kern. er ist für lösungen. bin |lbr| ich auch. unfähige nulltipper davonjagen. die wahlen kommen.
0.0,"USRTOK ich grüße dich von herzen, mein freund und noch alles, alles gute für dieses jahr 😜"
1.0,USRTOK USRTOK die khasarischen rathen werden wahrscheinlich aus ihren löchern getrieben
1.0,linke mullen sind einfach der größte schmutz
1.0,"kirchhoff, ist ihnen entgangen, dass 98 % der migranten aus |lbr| marokko nicht als flüchtlinge anerkannt werden? lassen sie |lbr| ihre blöden ideen."
1.0,"wenn das deutsche volk nicht bereit ist, sich für seine selbsterhaltung einzusetzen, gut: dann soll es verschwinden! |lbr| damals wie heute, weise worte!"
0.0,USRTOK na sicher kann er das.
0.0,"USRTOK sooo schlimm ist das auch wieder nicht :-)! aber schön, dass sie sich politisch engagieren! grüße an die jusos!"
1.0,und n24 geht mir auch aufs arschloch heute morgen // über trump--er klage das medien unehrlich sind!!?!?soll er mal nach🇩🇪kommen !!!!
0.0,USRTOK USRTOK bin auch geblockt von dem
0.0,USRTOK und dann ein schaden von 750.000€ muss man nicht verstehen!
1.0,"USRTOK USRTOK USRTOK überall unterwerfen wir uns den islamisten ,müssen wir uns integrieren oder die islamisten. ein moslem kriegt ein sonderstatus , ich fasse es nicht !"
0.0,USRTOK manchmal fasse ich nichts mehr! 😉
0.0,USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK sie forscht seit 30 jahren
0.0,"leere mägen, nichts zu beißen, schlechte zähne, nichts zu scheißen, |lbr| aber raketen. eh ich´s vergess, der druck wird erhöht. aha."
0.0,"USRTOK ""revolutionäre deutsche parteiprogramme"" (d. spd seit eisenach 7.-9.8.1869) wurden bis 1989 im bez. neubrandenburg gelehrt😜"
0.0,der bund alt-katholischer frauen (#baf) kommt auf die #altkatholisch|e #synode - #aksynode16
1.0,USRTOK USRTOK schaukel als kind zu nah an der wand gestanden???
1.0,"USRTOK schreibt besser mal über die asylanten verbrechen ,dass wird bei euch totgeschwiegen!"
1.0,"USRTOK dass ist nicht freiwillig,sondern der geldknappheit der städte und gemeinden geschuldet,die gelder den asylanten wie puderzucker in den hintern blasen.🌬"
0.0,"USRTOK USRTOK uns ist nicht klar, wieso immer wieder leute so einen stuss kommentieren, ohne sich vorher wenigstens ein klein wenig zu informieren. wie soll denn der ""profit für pa"" aussehen? wir sind spendenfinanziert. und wie sie beim familiennachzug auf 1 mio. kommen, ist auch schleierhaft."
1.0,USRTOK USRTOK genau so ist das- der algorithmus der deutschen medien ist so durchsichtig wie verkommen heuchlerisch. #presserat #rundfunkrat
0.0,retweeten ist offiziell erwünscht! =
1.0,jeder der den koran verbrennt absoluter ehrenmann
0.0,USRTOK USRTOK ich wette es gibt trotzdem noch deutsche die das glauben!
0.0,"USRTOK kandidieren sie doch für den bundestag, werden gewählt und bringen ein solches gesetz ein.."
0.0,"USRTOK hey, du hast stil. tolles neues foto übrigens 😘"
0.0,USRTOK es gibt eid. ein soldat der dagegen verstößt kommt vor gericht. ein politiker nicht.
1.0,wehrmachts soldaten und die der waffen ss haben meinen höchsten respekt so wie jeder andere soldat der für sein land gekämpft hat
0.0,"USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK USRTOK ja, in d - versuch mal im achso judenfreundlichen land d eine hebräische zeitung zu bekommen, oder vernünftiges material zum erlernen der hebräischen sprache - fehlanzeige - doppelbödige moral. mittlerweile werden wieder jüdische läden angegriffen - politik ist stumm -"
0.0,"unter USRTOK kann historischen persönlichkeiten, die über die geschichte israels twittern, folgen. absolute empfehlung!"
0.0,"USRTOK USRTOK und wenn schon, weiß doch jeder halbwegs schlaue was gemeint ist ! gammatikfehlersuche ist eigentlich ein "" linkes"" ding!"
1.0,USRTOK braucht dieses pack jetzt noch jemanden zum arsch abputzen?
1.0,"USRTOK 2-klassen-""#justiz"" ... oder einfach ""#bewährungsstrafe #asylbewerber"" googlen"
0.0,"USRTOK USRTOK USRTOK aber den bericht sehe ich dort nicht. er hieß: ein warlord als türsteher zur hölle. wenn ihr den zufällig findet, bitte an uns."
0.0,"USRTOK mit ""żubrówka"" bin ich vergriesgnaddelt, habe mir das gras aus ostpolen mitgebracht, gepflanzt. wächst super 😡😡😡"
0.0,warum hat die evolution eigentlich nationalstaaten hervorgebracht? |lbr| zum nutzen der bewohner |lbr| warum globalisierung? |lbr| zum nutzen der geldeliten
0.0,USRTOK kleine korrektur: vanja hätte sich ohne eintrag registrieren lassen können. wollte es aber nicht.
0.0,"#cdu #csu müssen ermahnt werden, während einer abgeordnetenrede ihre angeregten gespräche zu unterlassen. |lbr| #respekt #wertschätzung |lbr| #bundestag"
1.0,"USRTOK USRTOK es geht hier um die rassistischen äußerungen von afd politikern. jede diskussion landet am ende bei muslimen und dem islam. dies zeigt uns, dass keine debatte gewollt ist. #whataboutism ist das intellektuell armselige verhalten der afd. wir trauen ihnen mehr zu. gute nacht!"
0.0,"neee,nee,ne, ich schäme mich für europa und insbesondere für die deutschen msm wegen der lügen um das russische manöver!!"
1.0,"die syrischen hartz 4 empfänger müssen kontrolliert werden, ob sie schwarz arbeiten. |lbr| wie viele davon sind analphabeten? sie müssen zurück."
1.0,USRTOK USRTOK in den usa wären diese verbrecher schon längst im knast! unter der führung merkel gibt es bonuszahlungen! auch für merkel!!!
0.0,yay 🎉 wir freuen uns über 1 neue wg-vermittlung in #nürnberg &amp; 2 in #barcelona ❤ |lbr| #neuevermittlung |lbr| #refugeeswelcome #flüchtlingewillkommen
1.0,"wie sagte es d. cdu heute in d. tagesschau,schulz sei ein ""sozialpopulist"" 😂 diese schwachköpfe sollten sich m. d. definition beschäftigen 😂"
1.0,"USRTOK USRTOK was hat diese saublöde frage mit meiner ""fußballerfrage"" zu tun? 80% der fußballvereine, bestehen nur aus legionäre! das ist trauriger fakt!"
1.0,USRTOK USRTOK von gauland wurde verlangt das er sich wegen ˋentsorgen‘ entschuldigen sollte... |lbr| würde das von der kröte auch verlangt..?
0.0,"USRTOK anne will kitzelt nicht, sondern nervt mit ihrem dazwischenreden. und |lbr| sie soll die hand nicht vor den mund halten, wenn sie spricht."
1.0,"USRTOK alles zu maskulinistisch!! die kinder brauchen mehr #genderwahn. der fladen muss also eine vaginamütze und ein balletttutu tragen. über der burka, selbstverständlich."
1.0,die österreicher haben die brandschatzungen und überfälle der muslime nicht |lbr| vergessen und sie damals davongejagt. das gilt heute noch.
0.0,"USRTOK USRTOK die frage ist doch, weshalb sollen wir flüchtlinge, die dieses land absehbar wieder verlassen müssen, für sehr viel geld integrieren. die zusammen führung macht deshalb auch keinen sinn, da ich umso mehr abschieben muss. von den immensen kosten mal ganz abgesehen."
1.0,"USRTOK USRTOK wo ist eigentlich der jüdische zentralrat, habe seit monaten nichts mehr von ihm gehört.wenn ein deutscher die juden kritisiert, dann herrscht im zentralrat ausnahmezustand!bei moslems ducken sie sich feige ab."
1.0,"USRTOK es gibt auch rentner die darauf angewiesen sind ,die den cent 2-3mal umdrehen müssen bevor er ausgegeben wird ,anders ist es mit den asylanten,die haben freie fahrt!"
0.0,USRTOK was für ein affentanz 😉
1.0,"USRTOK ein krimineller, perverser dummkopf, der bald endlich schlechte deutsche geschichte ist!"
1.0,USRTOK USRTOK USRTOK ich bin mir sicher das sie zu zeiten des 2ten weltkrieges nicht mehr als ein feuchter traum im sack ihres vaters waren. wir haben keine kollektiv schuld der krieg ist lange vorbei. wenn sie sich schuldig fühlen wollen ist das ihre privat sache.
0.0,USRTOK USRTOK USRTOK 2. dass sich von israelischer seite status quo am tempelberg ändert stand nie zu debatte sondern basiert lediglich auf lügen und hetze
0.0,"USRTOK wenn man sieht wie die mit ihren rädern in die schule fahren ,dann hätt ich sie auch in die schule gefahren.aber dass ist die schuld der eltern ,sie im straßenverkehr zu schulen ,nicht immer alles den schulen überlassen."
0.0,"zur erinnerung: 462 neonazis sind trotz verurteilung auf freiem fuß,einige von ihnen untergetaucht.auseinandersetzung nsu brachte ans licht"
0.0,"unser ziel in den anstehenden sondierungsgesprächen muss sein, die maximalabdeckung des bürgerlichen in den themen zu erreichen."
0.0,"USRTOK USRTOK USRTOK USRTOK USRTOK das problem mit nahezu 100% der organisationen wie diese ist, sie reden nur und haben keine probate lösung für die situation"
1.0,"harpyie murksel drückt ""verbundenheit"" für manchester aus &gt; wie falsch muss man eigentlich sein, wenn man d. terror tür u. tor öffnete 🤢🤢🤢"
0.0,USRTOK die rede ist von 80 handverlesenen und nach qualifikation ausgesuchten..? |lbr| das macht sinn...!
0.0,USRTOK USRTOK USRTOK selbst eine angemeldete demo muss genehmigt werden.
1.0,"USRTOK von der seite habe ich es noch gar nicht gesehen. wie gesagt, wenn alle stricke reißen, kaufe ich mir kopftuch, klebe damenbarthaare an, und melde mich beim lageso. dann muss ich gar nix mehr sauber machen 😁"
0.0,"merkel wird sich weitere jahre ihr persönliches ""(un)recht! basteln, welches sie außerhalb von kontrolle u. strafverfolgung stellen wird 😜"
1.0,"dieser rot grün versiffte zick hetzt in d ard gegen all die de, die durch diesen lug, trug u manipulation journalismus nicht verblödet sind"
1.0,USRTOK bin 1947 geboren und habe mit diesem ganzen scheiß nichts am hut! basta!
0.0,frohes neues jahr euch allen!
1.0,USRTOK USRTOK genau deswegen blieben die moslems doch weg!! merkel und ihre vasallen nehmen noch nicht mal die moslems mehr erst! erdogan doch auch nicht
0.0,USRTOK ach gott gibt es auch noch gerechtigkeit? in diesem lande fast unvorstellbar!
0.0,"angst zu erzeugen und die wahren ursachen andersdenkenden anzulasten, das bringt wählerstimmen. 2017 hoffentlich eine rechnung ohne wirt!"
0.0,frau merkel hätte mich jederzeit anrufen können. meine nummer hat sie. stattdessen hat sie die mfk ohne gegenargument blockiert. #tvduell
0.0,diese maischberger hat sich aufgeführt als wären wir noch in zeiten der inquisition u bundeskanzler kurz der beschuldigte jetzt |lbr| afd wählen
1.0,USRTOK was hat eine hautfarbe mit hetze zu tun? hautfarbe ist keine rasse das solltet sogar ihr schreiber wissen. der iq bei focus schreiber ist wohl deutlich niedriger. 95% der europäer sind nunmal weiß. das werdet ihr auch nicht ändern. was ihr hier verbreitet ist hetze
0.0,"USRTOK USRTOK USRTOK richtig, wie in mv: ""idylle mit glyphosat und gülle."" nichts haben sie bewegt, außer den großen mund"
0.0,"das wahlsystem in diesem schland dient nur einem zweck, den bürger zu verarschen, ihn glauben lassen er hätte ""einfluss"" auf entscheidungen😜"
0.0,neues treffen: papst franziskus wird angela merkel am samstag 17. juni empfangen
0.0,"USRTOK nazi?...wär i nur wenn der meister da a fremder ist..😃 |lbr| weißt du, es ist keine kunst sich selbst abzuschotten, den schlamassel anderen überlassen und sich dann auch noch als held feiern lassen von jemandem dessen dreck man beseitigt."
0.0,USRTOK weder mitgefühl noch richtig sehen: das sind leere kinderaugen vom krieg gezeichnet - machen sie aus ihrem herz keine mördergrube- is besser
0.0,"warum haben sie afd gewählt, fragte #zeit ""...zudem las ich h. abdel-samad, a.h. ourghi, b. tibi, a. hirsi ali, s. ates, a.mansour..."" achso"
0.0,"ihr demonstranten, warum zerstört ihr hamburger bürger-eigentum? bei solchen |lbr| verfehlungen bin ich für den einsatz von gummigeschossen."
1.0,grüne onanieren jetzt täglich 😜 erst konnten sie ihre neue macht kaum fassen u. jetzt nicht mehr erwarten das schland völlig zu ruinieren 🤢
1.0,"USRTOK USRTOK hey leute, wir haben so lange die warzentusse ertragen...das mit dem kleinwüchsigem kriegen wir auch hin..."
0.0,"USRTOK USRTOK macht's das besser, kleiner kreuzritter?"
0.0,USRTOK USRTOK wer andern eine grube gräbt ..........!
1.0,"USRTOK USRTOK was für schlawacken hat unsere regierung aufgenommen,aus höhlen importiert und jetzt sterneküche verpflegt genießen wollen!"
0.0,"USRTOK es ist an der zeit, das wir diesen juden hassern zeigen, wo der ausgang von deutschland ist."
0.0,USRTOK USRTOK dann kauf dir eins ...
1.0,"verdammt nochmal, ihr italiener. schließt endlich eure häfen für |lbr| shuttleschiffewir brauchen keine illegalen einwanderer."
1.0,USRTOK unsere politiker sind zu blöd einen terroristen auszuweisen weil er keinen pass hat!!!
1.0,die zins-schergen der eu rauben den sparern milliarden. |lbr| und schäuble freut sich mit diesen verbrechern.
0.0,"USRTOK enttäuschend sind allenfalls die lügen beider systeme, jedoch erwartete ich aufgrund guter allgemeinbildung nichts anderes 😜"
